,ssid,cake0_candle0_x,cake0_candle0_y,cake0_candle1_x,cake0_candle1_y,cake0_candle2_x,cake0_candle2_y,avg_x0,avg_y0,avg_x1,avg_y1,avg_x2,avg_y2
0,7b1367765c7a4a5e969fe7eb6040b9bc,1,4,3,3,2,1,1.0,4.0,3.0,3.0,2.0,1.0
